video_id,summary,category,keywords,color_composition,creator_demographics,sentiment,tone,political_leaning,creator_demographic
7379002112652660014,"The video features a person expressing gratitude towards Sarah J. Maas for introducing them to a new word. The person shows a gold necklace with the word 'ATARAXIA' spelled out in capital letters. The video includes a text overlay thanking Sarah J. Maas for introducing the word. The person appears to be indoors, possibly in a room with natural light coming through a window. The overall tone is positive and appreciative.",People & Blogs,"Sarah J. Maas, ATARAXIA, gratitude, necklace, fashion jewelry",Colorful,Unknown,Positive,Cheerful,Neutral,
7404376866108312865,"The video covers the ongoing conflict in Russia due to the Ukrainian offensive in the Kursk region. It shows people fleeing from the affected areas, being transported to Moscow, and includes interviews with individuals expressing their concerns and fears about the situation. The Russian government claims to have stopped the advance, but Ukrainian forces continue to push forward. The video highlights the impact of the conflict on civilians and the involvement of NATO in the conflict.",News,"Kursk, Ukraine, Russia, refugees, conflict, NATO, interviews, fleeing, fear, government, military, civilians",Naturalistic,Unknown,Negative,Intense,Neutral,
7352304151897951521,"A person walks through a well-decorated living room, sits on a couch, and then sits on the floor near a staircase. The text overlay suggests they are not friends with someone named Freund. The video includes a rap song playing in the background.",People & Blogs,"living room, walk, sit, couch, staircase, rap song, Freund",Colorful,Unknown,Neutral,Neutral,Neutral,
7325205573941710111,"The video features a person sitting in a dimly lit room, wearing a black t-shirt with a graphic design, responding to comments about ghost hunting. They mention they have only recorded during daylight hours and are now attempting to capture footage at night. The person appears cautious and observant, looking around the room while speaking. The room contains a dresser with various items and a mirror reflecting part of the room.",People & Blogs,"ghost hunting, recording, daylight, night, comments, room, dresser, mirror",Dark,Unknown,Neutral,Neutral,Neutral,
7366286242406829345,"A person is operating DJ equipment in an office setting while a comment overlay suggests they need the Mario banger from the snow. The person appears to be responding to the comment by adjusting the music. The office environment includes desks, computers, and other individuals working.",Entertainment & Shows,"DJ, office, comment, Mario banger, snow, music",Colorful,Unknown,Neutral,Neutral,Neutral,
7346960504490937642,"The video showcases a series of romantic scenes featuring a couple in various settings, including a convertible car, a sailboat, and a bed. The woman is seen wearing different outfits, including a wedding dress and a white lace top, while the man is dressed in formal attire. The video includes a song playing in the background, adding a romantic atmosphere. The scenes depict the couple engaging in intimate moments, such as kissing and embracing. The text overlay suggests a desire for the engagement photos to look like the song sounds.",Relationship,"engagement, photos, song, romantic, couple, convertible, sailboat, wedding dress, lace top, intimate, embrace, kiss",Colorful,Unknown,Positive,Cheerful,Neutral,
7341253553245408558,"The video features a woman discussing her decision to buy a house for her entire family, emphasizing her desire to provide a stable home for her loved ones. She explains that she and her husband will cover the costs, including utilities and maintenance, and that she does not expect her family members to pay rent. She shares her personal motivations, including her family's history of financial struggles and her commitment to supporting her parents and younger brothers. The woman expresses her happiness and gratitude for being able to fulfill her dream of having a large home for her family.",People & Blogs,"family, house, rent, financial responsibility, generational wealth, immigration, personal values, family dynamics",Naturalistic,,Positive,Cheerful,Center,Unknown
7324373228028300577,"The video humorously depicts the challenges and absurdities of working in finance, highlighting the pressure, long hours, and stress involved. It contrasts the glamorous image of the industry with the reality of mundane tasks and constant scrutiny. The narrator shares personal anecdotes about dating a skincare enthusiast, working with financial models, and dealing with demanding clients. The video concludes with a sarcastic note on nepotism in the industry.",People & Blogs,"finance, work, stress, skincare, Excel, dating, models, email, overtime, humor, sarcasm",Colorful,Unknown,Negative,Sarcastic,Neutral,
7203774185322188037,"A young man expresses his ambition to be the best at his job, working diligently at a computer. He mentions being in his first year and wanting to excel. The video captures him typing on a keyboard, surrounded by documents and office supplies.",Daily Life,"first year, ambition, work, typing, computer, documents, office",Naturalistic,Unknown,Positive,Enthusiastic,Neutral,
7305148019727420718,"The video is a review of the 2022 psychological thriller 'Watcher'. The reviewer discusses the plot involving a woman who feels stalked in Bucharest, Romania, and questions whether she is paranoid or genuinely being watched. The reviewer warns viewers that the movie is a slow burn and requires attention to understand the storyline. The video ends with a call to action for viewers to share their thoughts in the comments.",Film & Animation,"Watcher, psychological thriller, Bucharest, Romania, stalking, paranoia, Hulu, movie review",Dark,Unknown,Neutral,Intense,Neutral,
7346235933882076448,"A person is seen using a blue outdoor exercise machine in a park-like setting. They are wearing a gray hoodie and dark pants. The ground is muddy, and there are wooden planks scattered around. The person appears to be performing a squatting motion while holding onto the handles of the machine. The background shows trees and grassy areas.",Fitness & Health,"outdoor, exercise, workout, fitness, park, machine, squat, muddy, wood, trees, grass",Naturalistic,Unknown,Neutral,Neutral,Neutral,
7365063366907333921,"The video showcases two vibrant cityscapes during sunset, featuring colorful skies with hues of pink, purple, and orange. The first frame displays a skyline with buildings reflecting the sunset over a river, while the second frame shows a similar scene with a bridge in the foreground. There is no visible text, audio, or notable public figures. The overall atmosphere is serene and visually appealing.",Travel & Events,"cityscape, sunset, skyline, river, bridge, colorful, vibrant",Colorful,Unknown,Positive,Cheerful,Neutral,
7395252325104766216,"The video features a series of images of cats with various weapons superimposed onto a video game environment. The cats are shown holding different firearms, including sniper rifles and pistols, in a humorous manner. The final frame shows a sniper rifle against a black background. The video concludes with a thank you message.",Entertainment & Shows,"cats, weapons, video game, sniper rifle, pistol, humor, thank you",Colorful,Unknown,Positive,Cheerful,Neutral,
7363655590524226862,"The video discusses the data scraping issue involving Discord and a website called Spy.pet, which offered Discord users' messaging history for sale. It mentions Discord's change in terms of service, preventing class-action lawsuits, and their subsequent acknowledgment of the issue. The speaker expresses concern about privacy and the potential for unauthorized access to private messages. The video includes references to the website's takedown and the posting of fixes on Telegram. The speaker uses humor and references to popular culture to engage the audience.",News,"Discord, Spy.pet, data scraping, messaging history, privacy, terms of service, class-action lawsuit, Telegram, Chumbawamba, Tub Thumping",Colorful,Unknown,Negative,Sarcastic,Neutral,
7355938811429260550,"A woman reacts to a song generated by AI that she finds humorous and relatable. She laughs and comments on the lyrics, expressing surprise at the song's content. The song discusses eating chips and feeling regretful but also glad. The woman appears to be enjoying the experience, sharing her thoughts with viewers.",Entertainment & Shows,"AI, song, humor, chips, regret, glads, reaction, entertainment",Colorful,Unknown,Positive,Cheerful,Neutral,
7407322364309949728,"A group of performers dance energetically on stage, led by a person wearing a brown jacket with 'KEI STUDIOS' written on it. The background is vibrant with pink and blue hues, and the audience is visible in the foreground. The performers execute synchronized moves, creating a lively atmosphere. The song playing in the background has lyrics about liking something but not wanting to die.","Music, Singing, & Dancing","dance, performance, stage, audience, energetic, vibrant, synchronization, lyrics, music",Colorful,Unknown,Positive,Cheerful,Neutral,
7335864619187146016,"The video discusses the differences between Wyoming and Colorado, focusing on their geographical features, population, and historical development. It explains why Wyoming is perceived as 'empty' compared to Colorado, highlighting factors such as population density, economic development, and natural geography. The video contrasts the two states' histories, mentioning the gold and silver rushes in Colorado and the lack of similar events in Wyoming. It also touches on the economies of both states, with Colorado having a more diversified economy and Wyoming relying on fewer industries.",News,"Wyoming, Colorado, geography, population, history, economy, gold rush, silver rush, development, perception, emptiness",Colorful,Unknown,Neutral,Neutral,Center,
7337977691611696417,"A woman is driving a car while talking animatedly. She appears frustrated and is expressing her emotions through gestures and speech. The background shows urban scenery with buildings and parked cars. The audio includes a voice-over saying 'Just shut up, shut up, shut up, just shut up, shut up. We're trying to take it slow, but we're still losing control. And we're trying to make it work, but it still ends up the worst. And I'm crazy.'",People & Blogs,"driving, frustration, urban, voiceover, emotions, gestures, city, parked cars, buildings",Colorful,Unknown,Negative,Angry,Neutral,
7354853011887312160,"The video features a man expressing his strong dislike for pineapple on pizza, using profanity and emphasizing his point. It transitions to a scene where someone eats a whole pineapple pizza, followed by a humorous comment about liking pineapple on pizza. The video includes a social media post from Gordon Ramsay discussing pizza toppings.",Food,"pineapple, pizza, Gordon Ramsay, food preferences, humor",Colorful,Unknown,Negative,Anger,Neutral,
7287998089279917345,"The video provides tips on how to save money while shopping on Amazon, specifically by using the 'Amazon Outlet' section which offers discounted products. It shows how to navigate to the outlet section and highlights that all items there are at least 25% off. The speaker encourages viewers to explore the outlet for Christmas savings.",Daily Life,"Amazon, shopping, discount, outlet, Christmas, saving money",Naturalistic,Unknown,Positive,Enthusiastic,Neutral,
7340766599860849926,"A man in a military uniform speaks at a podium, addressing the media about the U.S.'s stance on sending troops to Ukraine. He emphasizes that there are no plans to deploy U.S. service members to fight in Ukraine, but mentions ongoing efforts to provide security assistance to Ukraine through an international effort. The speaker is identified as Patrick Ryder, U.S. Air Force Brigadier General.",News,"Patrick Ryder, U.S. Air Force, Brigadier General, Washington, D.C., Feb. 27, 2024, Global News, U.S. service members, Ukraine, Russia, security assistance, international effort",Naturalistic,Unknown,Neutral,Neutral,Center,
7322958700291853614,"The video features a political interview with Donald Trump discussing various topics, including the origin of COVID-19, the potential for a second term, and responses to critics like Ron DeSantis. The setting is a news studio with a blue backdrop, and the interview includes discussions on political strategies and policy positions.",Politics,"Donald Trump, COVID-19, second term, Ron DeSantis, sanctuary cities, electric cars, Iraq, China, town hall, D.C. court, auto workers, Wuhan, bats, labs, Italy, France, retribution, electric car mandate",Colorful,Unknown,Neutral,Intense,Right,
7333721172363922734,"A man dances energetically in front of a black Toyota SUV in a parking lot, with text overlay 'Toyota could never' and sunglasses emoji. The man wears a blue shirt, khaki pants, and a dark jacket. The sky is overcast, and palm trees are visible in the background.",Autos & Vehicles,"Toyota, dance, SUV, parking lot, sunglasses, blue shirt, khaki pants, dark jacket, overcast, palm trees",Naturalistic,Unknown,Positive,Cheerful,Neutral,
7357035995667107114,"A woman receives an incorrect order at a restaurant counter, leading to confusion and frustration. The staff member behind the counter seems to have mixed up orders. The customer expresses her frustration and demands her correct order.",Daily Life,"order, mix-up, frustration, customer service, restaurant, incorrect order",Colorful,Unknown,Negative,Angry,Neutral,
7395058028594122014,"The video features a man discussing political issues, emphasizing the importance of focusing on them rather than being distracted. He mentions standing by his previous statements and criticizes RFK Jr. for his take on Biden. The man appears in various settings, including a car, outdoors, and indoors, wearing different outfits. The video includes text overlays highlighting key points and questions about his stance on Biden.",Politics,"political issues, election, Brooklyn, RFK Jr, Biden, distract, focus, statement, take",Colorful,Unknown,Neutral,Intense,Center,
7380379588242804001,"The video features a person lying down, discussing their extreme fear of the far-right and their difficulty in choosing between saving a human life and saving a bank. The speaker mentions various political figures and groups, including the Minister of something, Macron, GUD, and NPA, expressing frustration with the choices presented. The person appears distressed and contemplative.",Politics,"extreme fear, far-right, Macron, GUD, NPA, human life, bank, choice, politics, France",Naturalistic,Unknown,Negative,Intense,Center,
7351403366368546081,"The video depicts a fictional scenario where humans, represented by soldiers, compete against alien creatures called Zarhan in an intergalactic battle royale. The humans, initially seen as weak, surprise the aliens with their tactics and superior training, leading to the defeat of the Zarhan. The narrative suggests a shift in power dynamics and a potential uprising against oppressive alien rule.",Entertainment & Shows,"humans, aliens, battle, competition, strategy, victory, oppression, rebellion",Colorful,Unknown,Neutral,Intense,Neutral,
7343334803665603883,"The video discusses the potential ban of TikTok in the United States, highlighting the platform's educational benefits and the efforts made by TikTok to ensure user data security. The speaker, Astro Alexandra, urges viewers to contact their representatives to oppose the ban. The video includes a call to action, displaying a phone number for contacting Congress.",Politics,"TikTok, ban, Congress, Astro Alexandra, education, data security, phone number, call to action",Colorful,Unknown,Negative,Intense,Left,
7184540937974975786,"A woman reviews the E.L.F. Brow Lift Clear product while sitting in a car. She demonstrates the application process and shows the results, comparing it to other brow products she has used. She expresses her satisfaction with the product and encourages viewers to try it.",Beauty Care,"E.L.F., Brow Lift Clear, review, makeup, eyebrows, beauty product, TikTok",Naturalistic,,Positive,Enthusiastic,Neutral,Unknown
7291005324717313313,"The video discusses the rise of the anti-immigration party AfD in Germany and its potential impact on new citizenship rules. It explains that despite the party's gains in regional elections, the coalition government in the Bundestag and Bundesrat have the majority, preventing the AfD from blocking the new citizenship law. The speaker provides updates on the law's progress and assures viewers she will keep them informed.",Politics,"AfD, Germany, citizenship, Bundestag, Bundesrat, dual nationality, election results, political parties, coalition government, political leaning",Colorful,,Neutral,Informative,Center,Unknown
7339991555408694561,"The video showcases the top five best-selling eye care products at a store, featuring Balea products. The presenter introduces each product, highlighting their prices and benefits. The video focuses on beauty and skincare, specifically eye care products.",Beauty Care,"Balea, Augenpflege, Vital Augencreme, Aqua Augen Roll-On, belebende Augenpflege, Vital Plus straffende Augencreme, Q10 Anti-Falten Augencreme, parfümfrei",Colorful,,Positive,Enthusiastic,Neutral,Unknown
7302484543691328810,"The video begins with a black screen displaying the logo of 'Pious Projects' and announces an 'Emergency Relief Distribution' event scheduled for October 12th, 2023. It calls for donations to stop killing and hate. The scene transitions to a nighttime view of Gaza, showing a bright flash of light illuminating the sky, followed by a voice-over stating, 'People are running away.' The video then returns to the initial black screen with the same text and logo.",Nonprofits & Activism,"Pious Projects, Emergency Relief Distribution, October 12th, 2023, Stop the killing, Stop the hate, Donate, Gaza, Running away",Monochrome,Unknown,Negative,Intense,Neutral,
7326597898358066465,"The video shows two cats, one with a pink phone and the other with a black phone, humorously representing a conversation between two people discussing their phones. The cat with the pink phone says 'Moi:' (Me:) and the cat with the black phone responds 'Lui:' (Him/her:). The text above them reads 'Pov: les appels avec mon clochard qui n'a jamais rien à dire' (POV: calls with my loser friend who never has anything to say). The scene transitions to a bedroom with a bed and a floating phone, continuing the humorous theme.",Comedy,"cats, phone, conversation, humor, bedroom, POV, loser friend",Colorful,Unknown,Positive,Cheerful,Neutral,
7385384197864557855,"The video shows a split-screen of two men during a presidential debate broadcasted on CNN. One man is wearing a blue suit with a red tie, while the other is in a black suit with a blue tie. The text overlay reads 'My favorite part of the debate was watching whoever wasn't talking.' The scene captures moments when neither candidate is speaking, highlighting the awkward silences during the debate. The video ends with a voice-over saying 'Thanks for watching!'",Politics,"presidential debate, CNN, awkward silence, political debate, election, campaign, candidates, speechless, political event",Colorful,Unknown,Neutral,Neutral,Center,
7296461109572275488,"The video features interviews with various individuals discussing their views on unions and their support for Donald Trump. The interviewees express mixed opinions on unions, with some supporting them and others criticizing them. They argue that Trump's policies have brought jobs to America, which is more important than his stance on unions. The video includes discussions on the impact of NAFTA and the role of unions in protecting workers. The setting appears to be outdoors, with a large image of Trump in the background. The tone is serious and informative, focusing on political opinions and economic policies.",Politics,"Trump, unions, jobs, NAFTA, economic policies, political opinions, interviews",Colorful,Unknown,Neutral,Serious,Right,
7358352976639184146,"The video shows a rainy driving scene through a windshield with wipers moving. The audio is a voice-over discussing making a simple cake, mentioning it's raining and concluding the video. The speaker thanks viewers and says goodbye.",Food,"rain, driving, windshield, wipers, cake, recipe, cooking, tutorial",Monochrome,Unknown,Neutral,Neutral,Neutral,
7327439802637307178,"A man reviews a 2024 Chevy Silverado W/T, highlighting its features and price. He points out the lack of certain amenities like remote start and power folding mirrors, while noting the presence of power-adjustable mirrors and 255-7017 tires. The video focuses on the truck's affordability and practicality.",Autos & Vehicles,"2024, Chevy, Silverado, W/T, truck, review, features, price, remote start, power folding mirrors, power-adjustable mirrors, 255-7017 tires",Naturalistic,,Neutral,Informative,Neutral,Unknown
7343662075299761440,"The video begins with a person confidently stating their love for horror movies, believing no scene could affect them. It then transitions to a disturbing scene showing a bloodied man in a white shirt and red tie, suggesting a violent event. The final frame includes an audio transcript discussing a murder case involving two individuals found dead, with one being out of her mind.",Drama,"horror fan, scene, bloodied man, murder, found dead, out of her mind",Dark,Unknown,Negative,Intense,Neutral,
7394913119375527210,"The video features a young man discussing the comparison of war criminals based on the number of people they have killed. He criticizes the double standard in how people praise war criminals like Saddam Hussein and Vladimir Putin while condemning Joe Biden. The speaker argues that the number of people killed does not determine whether someone is a war criminal. He provides statistics on the number of deaths caused by Hussein, Putin, and Biden, emphasizing the hypocrisy in how people view different leaders. The speaker expresses frustration and disgust at the mindset of excusing war criminals based on follower counts and kill counts.",Politics,"Joe Biden, Saddam Hussein, Vladimir Putin, war criminals, followers, kill count, hypocrisy, criticism, frustration, disgust",Naturalistic,Unknown,Negative,Anger,Left,
7366561209996332320,"The video features a person with long dark hair wearing a white top, speaking directly to the camera in a room with yellow walls. The speaker expresses anger and frustration over various issues, including Kim Kardashian being interrupted during an interview by a pro-Palestinian protester. The speaker criticizes Kim Kardashian for her reaction and views the situation as depraved. They also mention seeing videos of children from Palestine being massacred and express a desire for a meteor to destroy the world due to their disgust with humanity. The speaker's tone is intense and angry.",Politics,"Kim Kardashian, pro-Palestinian protester, interview, Germany, massacre, Palestine, anger, depraved, meteor, humanity",Naturalistic,Unknown,Negative,Anger,Left,
7334130841016274222,"The video shows a black car parked in a parking lot with text overlays expressing frustration about reverse parking. The audio contains lyrics from a song, but they do not seem to relate to the visual content.",Autos & Vehicles,"car, parking, reverse, cool, mf, can't park forward",Naturalistic,Unknown,Negative,Sarcastic,Neutral,
7372987016914455841,"The video captures a moment during a cricket match between Pakistan and England. A player from Pakistan is seen celebrating after scoring a run, while security personnel rush towards him. The crowd is visible in the background, and the atmosphere appears tense. The text 'FREE FREE....' is displayed on the screen, possibly indicating a free hit or a significant event in the game. The audio includes a voice claiming to be Palestinian, adding a political undertone to the scene.",Sports,"cricket, match, Pakistan, England, free hit, security, celebration, crowd, political",Colorful,Unknown,Neutral,Intense,Neutral,
7407540452611640606,"The video depicts a humorous scenario where an immigration officer questions a traveler returning to the US from India. The officer asks about the traveler's activities in India, specifically inquiring about bringing back plants, produce, or spices. The traveler responds affirmatively, leading to a comedic exchange about the officer's lack of knowledge about India. The scene ends with the officer directing the traveler to the baggage claim area.",Comedy,"immigration, officer, India, passport, travel, humor, customs, airport, questioning, return, US",Naturalistic,Unknown,Positive,Cheerful,Neutral,
7295860137162591519,"The video features a man discussing the historical and ongoing issues of colonialism, genocide, and power imbalances. He reflects on the atrocities committed against indigenous peoples and criticizes the use of power to justify violence. The speaker emphasizes the need for holding those in power accountable and condemns the justification of harming innocent lives. The video includes a strong anti-war and anti-genocide stance.",Politics,"genocide, colonialism, indigenous, power, accountability, war, violence, Israel, Palestine, Hamas",Desaturated,Unknown,Negative,Intense,Left,
7328941581862473006,"The video showcases a fighter jet taking off from an aircraft carrier, flying through the sky, performing maneuvers, and being hit by missiles. It ends with a promotional message for a game called 'Speed is Life'.",Gaming,"fighter jet, aircraft carrier, missiles, Speed is Life, Trigger_Editz",Colorful,Unknown,Neutral,Intense,Neutral,
7371030140370963713,"The video showcases gameplay footage from a first-person shooter game. Players navigate through a virtual environment, engaging in combat using various weapons and abilities. The player encounters opponents, uses healing abilities, and communicates with teammates. The gameplay includes moments of frustration and confusion, as indicated by the text 'overwatch is so broken' and 'I'm stuck'. The players express surprise and amusement at certain in-game events.",Gaming,"Overwatch, gaming, first-person shooter, combat, communication, frustration, confusion, surprise, humor",Colorful,Unknown,Neutral,Surprise,Neutral,
7363604482355137799,"The video showcases a woman demonstrating how to purchase discounted items from AliExpress using a Telegram bot. She explains the process of finding deals, adding items to a cart, and purchasing them at a lower price. The video includes scenes of her unboxing various kitchen storage containers and accessories she bought through the bot. The woman expresses excitement about the savings and convenience of the service.",People & Blogs,"AliExpress, Telegram, discount, shopping, kitchen storage, unboxing, deals, AliOlesia",Colorful,,Positive,Enthusiastic,Neutral,Unknown
7375972216707484960,"The video features a man presenting Labour's policy for the country's future. He mentions six key points, including delivering an economy, cutting NHS waiting times, launching a new Security Commission, setting up Great Britain, cracking down on bad behavior, and recruiting 6,500 people. The man thanks someone named Rishi for the plug. The video appears to be informative and focused on political policies.",Politics,"Labour, policy, country, future, economy, NHS, waiting times, Security Commission, Great Britain, behavior, recruitment, Rishi",Colorful,Unknown,Neutral,Neutral,Left,
7363144949442825518,"A young woman with long blonde hair expresses her frustration about finding a girlfriend, stating she is not being friendly and is trying to flirt. She appears to be indoors, wearing a black top with a cross necklace. The video includes text overlays that reflect her thoughts and feelings.",People & Blogs,"girlfriend, hard, friendly, flirt, blonde, hair, indoor, black top, cross necklace",Naturalistic,Unknown,Negative,Melancholic,Neutral,
7325461211653492010,"The video shows a person wearing a purple hoodie with 'CHARM BADDIE' printed on it, discussing their new braids done by their aunt. They express concern about the size of the braids and their appearance, mentioning they might have to redo them. The person seems anxious and unsure about how the braids look.",Beauty Care,"braids, hair, Alicia Keys, aunt, hairdressers, price, self-doubt",Naturalistic,Unknown,Negative,Intense,Neutral,
7342750088902511915,"A person takes a mirror selfie in a bathroom, wearing a black t-shirt and shorts, holding a phone with a colorful case. They appear to be dancing or moving rhythmically while taking the photo. The bathroom has blue and green tiles, and there is a yellow caution sign on the floor. The audio includes lyrics from a song with a playful and energetic tone.",Entertainment & Shows,"mirror selfie, bathroom, dance, colorful case, blue tiles, green tiles, yellow caution sign",Colorful,Unknown,Positive,Cheerful,Neutral,
7343754603927850245,"The video features a person gesturing and speaking against a backdrop promoting 'Free Palestine'. The speaker appears to be discussing the use of a filter related to Palestine, mentioning that posting one video per day with the filter counts as multiple posts. The background includes images of the Dome of the Rock, a Palestinian flag, and a child raising their fist in the air. The speaker's tone seems enthusiastic and supportive of the cause.",Nonprofits & Activism,"Palestine, Free Palestine, filter, video, post, daily, count, Dome of the Rock, Palestinian flag, child, fist",Colorful,Unknown,Positive,Enthusiastic,Left,
7380389929790033185,"The video depicts a dramatic scene from a video game where two characters, a man in dark armor and a woman in a white dress, engage in a dance-like interaction. They hold hands and move gracefully, with the woman eventually falling back into the man's arms. The setting appears to be a dimly lit room with warm lighting. The text overlay humorously comments on the difference between the characters' appearances. The background music adds to the emotional tone of the scene.",Gaming,"video game, characters, dance, interaction, dark armor, white dress, humorous text overlay, dramatic scene, warm lighting",Dark,Unknown,Neutral,Dramatic,Neutral,
7357827492289465646,"A person discusses their frustration with the inconvenience of eating, including grocery shopping, cooking, and deciding what to eat. They express a desire to stop eating altogether due to ADHD-related difficulties with food choices and the effort involved in the process. The speaker mentions the high cost of food and the perceived lack of nutritional value in American food. The video includes a casual, conversational tone with a focus on personal experiences.",People & Blogs,"eating, convenience, ADHD, food, nutrition, frustration, personal experience",Naturalistic,Unknown,Negative,Frustrated,Neutral,
7299582823940312350,"The video features a man in various settings, including a dimly lit room, a police uniform, and a hooded figure. The man appears contemplative and serious, with a focus on his expressions and body language. The audio includes lyrics about feeling trapped and seeking freedom. The video seems to explore themes of identity, confinement, and possibly a struggle against societal expectations.",Drama,"man, contemplation, police uniform, hooded figure, lyrics, freedom, confinement, identity, struggle",Dark,Unknown,Negative,Melancholic,Neutral,
7311858161504423214,"The video showcases a vintage 1987 GT Performer bicycle, highlighting its unique design and components. It features a pink and blue color scheme with chrome accents, including a pink seat, handlebars, and pedals. The bike is displayed in a room filled with various bicycles, emphasizing its retro style and collectible nature.",Autos & Vehicles,"1987, GT Performer, bicycle, pink, blue, chrome, vintage, retro, collectible",Colorful,Unknown,Positive,Enthusiastic,Neutral,
7397967668248120622,"A woman unboxes a Charlotte Tilbury mystery box, reviewing various skincare and makeup products. She expresses her thoughts on the items, noting the value and quality of the products. She mentions the price she paid and compares it to the perceived value. The video focuses on her personal experience and opinion on the products.",Beauty Care,"mystery box, Charlotte Tilbury, makeup, skincare, review, unboxing, beauty products",Colorful,,Positive,Enthusiastic,Neutral,Unknown
7355061931993992480,"A person wearing a blue shirt is standing in front of a calendar marked 'Monday', expressing anxiety about preparing mentally for work tomorrow. The person gestures with their hands while speaking, indicating nervousness. The background is plain white.",Daily Life,"Monday, mentally preparing, work, tomorrow, anxiety, nervousness",High Contrast,Unknown,Negative,Sarcastic,Neutral,
7325003811632745761,"The video features a person discussing the challenges faced by German therapists who often feel overwhelmed by the complexity of their clients' problems, leading them to advise patients to seek help elsewhere. The speaker shares personal anecdotes and societal observations, highlighting the pressure individuals face in balancing family responsibilities and personal well-being. The tone is reflective and somewhat pessimistic, suggesting a sense of hopelessness regarding societal issues.",People & Blogs,"German therapists, mental health, family responsibility, societal issues, personal well-being, hopelessness",Dark,Unknown,Negative,Melancholic,Neutral,
7397794935199567135,"A woman named Lalita Kai Kumar was chained to a tree in the Indian jungle for 40 days after a domestic dispute. She was rescued by a local shepherd who heard her cries for help. Lalita has extreme psychosis and was tied up by her husband, who threatened to kill her if she drank water or ate food. She was taken to the hospital and has since written a letter detailing her ordeal, stating she is a crime victim but will survive.",News,"woman, chained, tree, domestic dispute, shocking letter, psychosis, crime victim, India, jungle, hospital, rescue, letter, survival",Naturalistic,Unknown,Negative,Intense,Neutral,
7330624658686954795,The video features a woman reacting to a news segment about President Trump being booed for lying about American hostage situations. She expresses her support for Trump and criticizes his supporters. The video includes text overlays highlighting the news story and the woman's reaction.,News,"Trump, supporters, booing, American hostage, lying, campaign, embarrassment",Colorful,,Negative,Angry,Right,Unknown
7344108969151008001,"The video shows a wedding reception with guests seated at tables. A man in a suit is seen eating cookies, while a woman in a red dress sits beside him. The text overlay reads 'Damian really likes cookies I guess.' The atmosphere appears light-hearted and joyful.",Entertainment & Shows,"wedding, reception, Damian, cookies, laughter",Colorful,Unknown,Positive,Cheerful,Neutral,
7359943972216638736,"The video depicts a protest in support of Palestine, with participants holding signs and banners advocating for Palestinian rights. Police officers are present, monitoring the event. The atmosphere appears tense, with chants and slogans being raised. The setting is an urban street lined with trees and buildings. The protesters are wearing various attire, some with keffiyehs and others in casual clothing. The overall mood is one of activism and solidarity.",Politics,"Palestine, protest, police, demonstration, solidarity, human rights, Germany, USA, international law, resistance, occupation, violence",Colorful,Unknown,Neutral,Intense,Left,
7371855904813157664,"Two individuals are standing side by side in a room, displaying their 'pre-summer stats' on the screen. They appear to be discussing their personal statistics, including relationship status, happiness levels, and physical attributes like height and weight. The background includes a bed and some decor, suggesting a casual, personal setting. The audio contains lyrics from a song playing in the background.",People & Blogs,"pre-summer stats, relationship status, happiness, height, weight, lyrics, song",Colorful,Unknown,Neutral,Casual,Neutral,
7327164126822763808,"The video showcases various women's military parades from different countries, including Russia, China, Vietnam, South Korea, and North Korea. It highlights the synchronized movements and uniforms of the female soldiers, emphasizing their discipline and coordination. The video includes text overlays indicating the country names and flags, providing context for each parade. The overall tone is celebratory and patriotic.",Politics,"women, military, parade, Russia, China, Vietnam, South Korea, North Korea, uniforms, discipline, coordination, patriotic",Colorful,Unknown,Positive,Cheerful,Neutral,
7330275353325227297,"The video features a man named Anthony Lofredo who claims to be transforming himself into a 'Black Alien' through extensive body modifications, including tattoos, piercings, and cosmetic surgery. He believes this transformation makes him feel more complete. Despite his unconventional appearance, he expresses happiness and freedom in living life on his own terms. However, he faces rejection from society, being asked to leave certain places due to his looks.",People & Blogs,"Anthony Lofredo, Black Alien, body modification, tattoos, piercings, cosmetic surgery, transformation, societal rejection",Colorful,Unknown,Neutral,Melancholic,Neutral,
7369594137928109345,"The video shows a person filming frozen food products in a supermarket, specifically focusing on Mr. Brain's Pork Faggots priced at £1.60. The person comments on the price and compares them to burgers. The scene includes a display of various frozen meals and their prices.",Food,"frozen food, Mr. Brain's, pork faggots, supermarket, price, £1.60, burgers, humor",Colorful,Unknown,Neutral,Casual,Neutral,
7226368631268019482,"The video features a person with long blonde hair styled in braids, wearing a black leather jacket, with text overlay 'Songs for your Insta Story Crush Edition'. The scene transitions to a phone screen showing a music app interface with a song playing. The lyrics suggest a theme of unrequited love or confusion in a relationship. The overall tone is melancholic.",Entertainment & Shows,"Insta Story, Crush, Songs, Unrequited Love, Confusion, Lyrics, Music App",Colorful,Unknown,Negative,Melancholic,Neutral,
7397793782122564896,"A person is lying down, talking about their realization of liking stories of girls in bikinis and how they feel it's okay to appreciate them. They express admiration for women's bodies and discuss the difficulty of posting similar content themselves.",People & Blogs,"realization, girls, bikinis, appreciation, stories, support, body positivity",Naturalistic,,Neutral,Casual,Neutral,Unknown
